question,correct_answers,question_type
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>964.5704 ± 2.38466,965 ± 2;965±2;9.65e2 ± 2e0;9.65e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>412.5024 ± 61.995,410 ± 60;410±60;4.1e2 ± 6e1;4.1e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>627.94702 ± 4.08660,628 ± 4;628±4;6.28e2 ± 4e0;6.28e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>61.98316 ± 0.0880806,61.98 ± 0.09;61.98±0.09;6.198e1 ± 9e-2;6.198e1±9e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>928.2442 ± 2.7562,928 ± 3;928±3;9.28e2 ± 3e0;9.28e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>428.1627 ± 9.24715,428 ± 9;428±9;4.28e2 ± 9e0;4.28e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>574.1724 ± 6.1854,574 ± 6;574±6;5.74e2 ± 6e0;5.74e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>913.03613 ± 32.147,910 ± 30;910±30;9.1e2 ± 3e1;9.1e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>142.18857 ± 0.19936,142.19 ± 0.20;142.19±0.20;1.4219e2 ± 2.0e-1;1.4219e2±2.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>482.1500 ± 25.4088,480 ± 30;480±30;4.8e2 ± 3e1;4.8e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>650.22773 ± 4.07938,650. ± 4;650.±4;6.50e2 ± 4e0;6.50e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>201.40669 ± 83.5750,2.0e2 ± 80;2.0e2±80;2.0e2 ± 8e1;2.0e2±8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>385.3552 ± 24.772,390 ± 20;390±20;3.9e2 ± 2e1;3.9e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>747.66830 ± 68.514,750 ± 70;750±70;7.5e2 ± 7e1;7.5e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>984.8492 ± 13.176,985 ± 13;985±13;9.85e2 ± 1.3e1;9.85e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>680.88656 ± 145.092,680 ± 150;680±150;6.8e2 ± 1.5e2;6.8e2±1.5e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>842.62776 ± 350.94,800 ± 400;800±400;8e2 ± 4e2;8e2±4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>72.06975 ± 1.75381,72.1 ± 1.8;72.1±1.8;7.21e1 ± 1.8e0;7.21e1±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>917.9522 ± 12.021,918 ± 12;918±12;9.18e2 ± 1.2e1;9.18e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>904.1549 ± 7.6918,904 ± 8;904±8;9.04e2 ± 8e0;9.04e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>718.29800 ± 14.539,718 ± 15;718±15;7.18e2 ± 1.5e1;7.18e2±1.5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>427.4405 ± 0.501962,427.4 ± 0.5;427.4±0.5;4.274e2 ± 5e-1;4.274e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>962.33013 ± 1.64098,962.3 ± 1.6;962.3±1.6;9.623e2 ± 1.6e0;9.623e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>91.11981 ± 0.836865,91.1 ± 0.8;91.1±0.8;9.11e1 ± 8e-1;9.11e1±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>575.4155 ± 20.450,580 ± 20;580±20;5.8e2 ± 2e1;5.8e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>389.23529 ± 3.3757,389 ± 3;389±3;3.89e2 ± 3e0;3.89e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>752.27954 ± 1.54829,752.3 ± 1.5;752.3±1.5;7.523e2 ± 1.5e0;7.523e2±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>795.1304 ± 0.94967,795.1 ± 0.9;795.1±0.9;7.951e2 ± 9e-1;7.951e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>405.19964 ± 35.705,410 ± 40;410±40;4.1e2 ± 4e1;4.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>917.4645 ± 106.155,920 ± 110;920±110;9.2e2 ± 1.1e2;9.2e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>949.2902 ± 36.419,950 ± 40;950±40;9.5e2 ± 4e1;9.5e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>571.34067 ± 10.305,571 ± 10.;571±10.;5.71e2 ± 1.0e1;5.71e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>418.37197 ± 2.43503,418 ± 2;418±2;4.18e2 ± 2e0;4.18e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>715.42978 ± 44.2925,720 ± 40;720±40;7.2e2 ± 4e1;7.2e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>47.387966 ± 1.45903,47.4 ± 1.5;47.4±1.5;4.74e1 ± 1.5e0;4.74e1±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>869.6129 ± 2.7454,870. ± 3;870.±3;8.70e2 ± 3e0;8.70e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>608.2646 ± 1.67231,608.3 ± 1.7;608.3±1.7;6.083e2 ± 1.7e0;6.083e2±1.7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>325.8197 ± 104.751,330 ± 1.0e2;330±1.0e2;3.3e2 ± 1.0e2;3.3e2±1.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>761.83560 ± 143.240,760 ± 140;760±140;7.6e2 ± 1.4e2;7.6e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>452.87896 ± 1.09679,452.9 ± 1.1;452.9±1.1;4.529e2 ± 1.1e0;4.529e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>154.5252 ± 0.19757,154.53 ± 0.20;154.53±0.20;1.5453e2 ± 2.0e-1;1.5453e2±2.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>649.3927 ± 0.989617,649.4 ± 1.0;649.4±1.0;6.494e2 ± 1.0e0;6.494e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>311.6712 ± 1.4247,311.7 ± 1.4;311.7±1.4;3.117e2 ± 1.4e0;3.117e2±1.4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>349.5266 ± 26.9797,350 ± 30;350±30;3.5e2 ± 3e1;3.5e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>485.15788 ± 19.7294,485 ± 20.;485±20.;4.85e2 ± 2.0e1;4.85e2±2.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>931.3292 ± 151.167,930 ± 150;930±150;9.3e2 ± 1.5e2;9.3e2±1.5e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>988.21787 ± 6.54535,988 ± 7;988±7;9.88e2 ± 7e0;9.88e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>111.0570 ± 2.2570,111 ± 2;111±2;1.11e2 ± 2e0;1.11e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>686.5512 ± 18.2794,687 ± 18;687±18;6.87e2 ± 1.8e1;6.87e2±1.8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>974.7262 ± 27.5464,970 ± 30;970±30;9.7e2 ± 3e1;9.7e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>227.66428 ± 20.1952,230 ± 20;230±20;2.3e2 ± 2e1;2.3e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>761.15385 ± 26.731,760 ± 30;760±30;7.6e2 ± 3e1;7.6e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>294.6314 ± 4.62245,295 ± 5;295±5;2.95e2 ± 5e0;2.95e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>603.83663 ± 13.372,604 ± 13;604±13;6.04e2 ± 1.3e1;6.04e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>344.05226 ± 7.1430,344 ± 7;344±7;3.44e2 ± 7e0;3.44e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>895.2449 ± 33.395,9.0e2 ± 30;9.0e2±30;9.0e2 ± 3e1;9.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>129.3048 ± 9.6070,129 ± 10.;129±10.;1.29e2 ± 1.0e1;1.29e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>844.42164 ± 9.21924,844 ± 9;844±9;8.44e2 ± 9e0;8.44e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>1.0953016 ± 0.14472,1.10 ± 0.14;1.10±0.14;1.10e0 ± 1.4e-1;1.10e0±1.4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>918.26627 ± 1.01406,918.3 ± 1.0;918.3±1.0;9.183e2 ± 1.0e0;9.183e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>775.14698 ± 40.459,780 ± 40;780±40;7.8e2 ± 4e1;7.8e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>556.6706 ± 1.35335,556.7 ± 1.4;556.7±1.4;5.567e2 ± 1.4e0;5.567e2±1.4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>916.4278 ± 111.65,920 ± 110;920±110;9.2e2 ± 1.1e2;9.2e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>300.33041 ± 6.8548,300. ± 7;300.±7;3.00e2 ± 7e0;3.00e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>14.52065 ± 0.58449,14.5 ± 0.6;14.5±0.6;1.45e1 ± 6e-1;1.45e1±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>369.25786 ± 146.135,370 ± 150;370±150;3.7e2 ± 1.5e2;3.7e2±1.5e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>137.5215 ± 9.5254,138 ± 10.;138±10.;1.38e2 ± 1.0e1;1.38e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>115.55767 ± 0.558853,115.6 ± 0.6;115.6±0.6;1.156e2 ± 6e-1;1.156e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>587.2640 ± 1.4427,587.3 ± 1.4;587.3±1.4;5.873e2 ± 1.4e0;5.873e2±1.4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>785.45446 ± 118.22,790 ± 120;790±120;7.9e2 ± 1.2e2;7.9e2±1.2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>379.90008 ± 171.62,380 ± 170;380±170;3.8e2 ± 1.7e2;3.8e2±1.7e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>596.7024 ± 8.87863,597 ± 9;597±9;5.97e2 ± 9e0;5.97e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>488.18241 ± 21.543,490 ± 20;490±20;4.9e2 ± 2e1;4.9e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>875.5971 ± 2.0530,876 ± 2;876±2;8.76e2 ± 2e0;8.76e2±2e0,short_answer
